category,type,metal,stone,weight,size,brand,price
ring,eternity,silver,emerald,6.736283804952687,6.000941774369851,designer,41929.71177475
ring,engagement,rose gold,pearl,11.906244460980496,7.776561213679763,classic,35458.99024424656
ring,eternity,rose gold,pearl,12.428175548801862,9.069137920587476,vintage,18846.786279811102
ring,statement,gold,diamond,30.002548202242934,7.451527726902195,modern,4633.285476584104
ring,eternity,white gold,emerald,13.18748356708411,7.31176770313369,classic,13057.267606720368
ring,wedding,white gold,sapphire,37.30771918462275,10.370363971760002,luxury,37338.47701869325
ring,cocktail,rose gold,ruby,48.14645487525255,7.624094056665928,luxury,4603.120423821034
ring,engagement,rose gold,sapphire,1.5955692598010007,11.789151786953473,vintage,16472.97621974039
ring,eternity,silver,ruby,4.616031672034544,8.876979990809247,modern,4234.010080943579
ring,engagement,gold,diamond,31.75034592411911,9.090200183461702,luxury,45805.089912620766
ring,wedding,white gold,ruby,17.447343175051195,6.187759327268958,modern,23453.071044529115
ring,wedding,white gold,sapphire,14.03095832324771,7.522415666436878,modern,49317.431851740344
ring,engagement,gold,diamond,21.149129322737124,9.21947317416309,vintage,7092.66369857561
ring,cocktail,rose gold,sapphire,21.415313829185482,9.068138348265784,luxury,21203.030296385634
ring,wedding,silver,pearl,9.076878795713046,7.878785816097583,luxury,24278.319052384555
ring,engagement,silver,pearl,37.72933669882753,7.750926142852014,classic,42184.88669521758
ring,eternity,gold,sapphire,2.8042715141635775,5.936964831604432,vintage,3290.5870842208924
ring,statement,gold,pearl,49.9861659910204,11.976457859517337,vintage,29464.901850110862
ring,eternity,rose gold,sapphire,42.63272214319316,6.731436712202384,luxury,6893.391049999002
ring,cocktail,rose gold,pearl,11.154154801394766,11.147544672354346,designer,18229.054542625603
ring,wedding,platinum,sapphire,24.334324142661696,10.819600430437507,designer,42682.984265767736
ring,statement,rose gold,emerald,20.770660444407454,5.9381065991544855,vintage,31205.3227919965
ring,wedding,silver,emerald,45.254401875154684,9.320845984681045,designer,17854.08416092655
ring,wedding,platinum,emerald,5.459102461515184,10.084779228551598,luxury,25942.479713410634
ring,statement,platinum,emerald,35.184451703179704,10.57530242971714,designer,46366.08744549397
ring,wedding,gold,ruby,4.245562914741427,5.321028864832431,vintage,17696.963707158004
ring,cocktail,silver,emerald,4.717303077324532,5.902158053374545,classic,7371.945046145802
ring,statement,white gold,diamond,44.94263208539458,8.317731481840106,vintage,48668.96228887016
ring,eternity,platinum,emerald,3.0025621970574643,6.182545441505152,modern,17707.151116892834
ring,eternity,gold,pearl,23.578159633603562,6.444336028840548,designer,6873.045715832373
ring,wedding,rose gold,emerald,2.926294852213848,10.595872792363298,luxury,34545.34349625611
ring,cocktail,rose gold,diamond,14.567004759212983,10.64340895855143,luxury,30065.26507164381
ring,statement,platinum,ruby,19.07676833891885,8.237743012932036,vintage,3585.8974443064517
ring,cocktail,silver,emerald,44.86513504667277,8.581742094809663,modern,5805.014561318914
ring,wedding,silver,emerald,12.881054678101753,6.884702616645667,vintage,9523.051984559925
ring,engagement,gold,sapphire,27.23144263676065,6.632514880848609,vintage,29882.826450925408
ring,statement,platinum,emerald,32.79231917428723,8.35707471227975,modern,27086.773820018116
ring,wedding,gold,ruby,7.251434836982624,6.986431340591071,modern,32472.90344591426
ring,wedding,silver,emerald,49.33924719085601,9.24042373549821,luxury,872.9509751366996
ring,eternity,white gold,emerald,5.30649360246705,10.641054207188004,luxury,4471.570410251289
ring,cocktail,rose gold,ruby,49.865521203651326,11.276271840818145,modern,48488.78644713076
ring,statement,gold,emerald,41.22221218451428,10.029200895855876,classic,28794.828128760044
ring,cocktail,rose gold,ruby,11.048800447323496,11.77595846552964,modern,21559.10371151263
ring,engagement,white gold,diamond,26.962161135874716,9.95061066951111,vintage,25552.145839787678
ring,statement,rose gold,emerald,30.100271780337042,7.584613370569273,designer,27655.854337938585
ring,wedding,white gold,sapphire,16.795338403761427,10.669121120982444,luxury,7371.826285380009
ring,engagement,gold,diamond,30.186298289784368,8.301033319851108,classic,17768.979193878266
ring,engagement,rose gold,ruby,48.28631862265912,5.870080564398813,classic,46947.85261264137
ring,statement,silver,emerald,46.396021755895845,10.05117585525894,modern,42170.52444953447
ring,cocktail,gold,pearl,10.879738682339482,6.145591600059932,vintage,9727.046846013132
ring,cocktail,silver,sapphire,45.485440392663286,7.213376076075463,designer,19926.03281742045
ring,cocktail,rose gold,diamond,37.632859628636304,8.519042730647353,luxury,18090.441365010596
ring,wedding,rose gold,emerald,27.599616220057037,8.0206970019551,classic,31571.548627035183
ring,wedding,white gold,pearl,25.275757693794315,10.190226377973318,classic,39535.56195561427
ring,engagement,gold,pearl,13.17596785090882,10.20762404800874,modern,28709.53940113017
ring,wedding,rose gold,emerald,37.97712930114571,5.720412215209015,vintage,5976.270979282758
ring,statement,rose gold,ruby,20.467077237457996,10.581067560456876,vintage,24574.695358782585
ring,statement,white gold,pearl,36.28179029075764,9.488033430197081,classic,28492.663192487205
ring,wedding,silver,emerald,17.939103681692053,6.271184017609979,designer,17454.9507303379
ring,wedding,silver,ruby,45.68076803330527,5.973813359001433,designer,30766.98465401507
ring,statement,silver,ruby,6.00842054703478,11.431253655825225,vintage,46163.719368276135
ring,wedding,gold,ruby,19.34733311630068,5.482450775570531,classic,36953.98966342378
ring,engagement,silver,diamond,6.548664246197007,11.893888392736342,modern,6670.802719561709
ring,engagement,gold,emerald,29.972496351501533,7.793018927090912,luxury,37340.3577662428
ring,wedding,white gold,diamond,1.22696912722554,7.334494201838009,modern,27101.08234542718
ring,cocktail,platinum,sapphire,24.561011926364603,11.429183074575107,classic,2125.9101770501984
ring,cocktail,silver,diamond,25.42002086423451,7.932478146531835,luxury,18438.498006273338
ring,cocktail,platinum,ruby,11.421358432720087,8.606215776847687,luxury,48072.98071473803
ring,engagement,white gold,ruby,27.218416227749273,6.291240099931993,luxury,15841.87785029624
ring,cocktail,silver,emerald,18.119962953417318,8.277622799089656,luxury,2309.2085584806964
ring,cocktail,platinum,diamond,39.00085321805552,8.173021843236192,designer,26955.566617233722
ring,engagement,platinum,emerald,8.606772050604913,6.273496913466898,vintage,4237.4165082925165
ring,cocktail,platinum,sapphire,44.974090081125325,8.686049266615056,luxury,1756.6246051870708
ring,statement,platinum,pearl,20.99124027287739,8.862058166815379,classic,11938.202431109534
ring,cocktail,rose gold,diamond,40.19588818328628,6.249812634380335,luxury,28057.71844677662
ring,wedding,silver,emerald,48.16981660918886,11.610868079040914,vintage,20616.41925953934
ring,wedding,platinum,diamond,11.186426502155339,5.185725427116738,vintage,43883.981755827044
ring,eternity,white gold,sapphire,44.74091384277177,10.722104932169087,modern,17125.359928916838
ring,wedding,silver,ruby,41.70207082169724,7.416345014168929,luxury,22088.263192198177
ring,statement,silver,ruby,48.75281599474462,10.458311423516216,luxury,43489.16480694668
ring,cocktail,gold,sapphire,2.1009961076857526,6.880741515694623,designer,31857.17188139429
ring,engagement,silver,ruby,7.481534345141189,11.3040061086547,designer,13979.212662708764
ring,cocktail,platinum,pearl,40.9376669917204,8.48663527457704,designer,27931.811124531774
ring,engagement,platinum,ruby,11.114642316269558,5.076970800609363,vintage,13552.348230413514
ring,cocktail,platinum,ruby,32.021805104514925,8.4599169509679,designer,45763.39132328551
ring,wedding,rose gold,ruby,38.77465747614925,7.954252416854811,designer,8731.026753425931
ring,cocktail,gold,emerald,5.426511068302785,10.39690147874835,vintage,19770.13289507784
ring,cocktail,white gold,diamond,36.35511019497338,9.272832669055703,designer,20134.14396607669
ring,eternity,gold,sapphire,2.527973618002949,6.8358483100987755,classic,42155.71818534715
ring,engagement,silver,pearl,8.578934903278576,9.363327856334935,designer,5776.613530121705
ring,engagement,gold,diamond,25.279074494103725,9.818816774994152,designer,23254.23488167599
ring,cocktail,silver,sapphire,40.171378069479985,9.862875295980988,designer,5603.140427680371
ring,eternity,white gold,emerald,45.9483651976499,5.95773041643273,designer,34682.73150605921
ring,engagement,white gold,emerald,36.879019434068496,10.645928035030149,vintage,34767.6899436337
ring,engagement,platinum,diamond,32.686581036741,9.852226480198473,luxury,47230.93731448735
ring,wedding,gold,sapphire,28.829316297078844,11.408418083116292,vintage,36685.67173718494
ring,cocktail,platinum,emerald,47.269057966558265,8.319499516602246,modern,42305.19522748599
ring,wedding,silver,sapphire,32.582785880665284,9.551171453102597,classic,28253.52110317394
ring,eternity,platinum,emerald,35.11815001802885,7.379124746376463,modern,28835.174091956553
ring,engagement,white gold,pearl,33.421103578946536,10.164990368345675,luxury,44355.89853769126
ring,wedding,white gold,sapphire,2.195638296270363,11.09069211730651,classic,43797.73279786787
ring,eternity,platinum,emerald,4.43145558162608,5.066398035399486,vintage,38475.82030209078
ring,eternity,rose gold,ruby,31.747767697700134,11.115739799304372,luxury,38529.53398629365
ring,engagement,white gold,pearl,36.88131855204761,5.023424534300855,vintage,18053.79680321844
ring,wedding,white gold,sapphire,12.446779801445587,5.294652327454533,luxury,45561.78555184795
ring,engagement,gold,diamond,34.30271685196042,6.527777215055449,designer,40000.47144609748
ring,eternity,silver,ruby,21.46145801346149,11.153828152935153,classic,45234.33637517589
ring,wedding,gold,ruby,4.184334064661807,7.811061654978412,vintage,32657.50912512224
ring,eternity,silver,pearl,6.896599339714801,5.328617500034691,luxury,11414.06734897368
ring,engagement,platinum,emerald,41.48407909390433,10.605387809909125,luxury,26153.888150481413
ring,statement,platinum,diamond,9.520867211754878,7.773694132318611,designer,24813.723872997016
ring,engagement,silver,emerald,11.997588019996373,6.566723303758362,luxury,29850.526774664308
ring,eternity,platinum,emerald,43.99558226888864,6.859200298120943,modern,24095.503002353234
ring,cocktail,gold,sapphire,43.244253246007084,10.666612523074146,luxury,27767.439845152396
ring,cocktail,platinum,ruby,19.261737333603385,6.818276486322283,vintage,2914.787292822068
ring,wedding,rose gold,ruby,6.363974142668241,11.261359516776473,vintage,42634.74224541405
ring,eternity,rose gold,emerald,41.40936733033231,7.434664455315351,designer,27417.055945871263
ring,eternity,rose gold,diamond,44.05286933140274,10.581982151248496,modern,42603.79559016498
ring,cocktail,gold,pearl,42.01365308981993,9.882300231684987,designer,5738.787644514908
ring,cocktail,white gold,pearl,44.16266720074749,11.102904694216624,classic,44014.03827129251
ring,wedding,platinum,emerald,12.202632914721253,11.360909164885575,designer,40989.367693893575
ring,eternity,rose gold,ruby,1.3129077141248455,7.0092669322243895,classic,49068.71581235746
ring,engagement,platinum,ruby,1.444547827983523,10.730755943498892,classic,38170.88117385039
ring,wedding,gold,sapphire,17.75173613589562,9.428353251937637,vintage,5574.231535538624
ring,statement,white gold,ruby,4.324015896153423,7.106744968627714,luxury,38663.72248034071
ring,engagement,platinum,diamond,3.8381025673811164,5.522860924304978,designer,43641.07190454262
ring,eternity,white gold,ruby,32.731108526693475,9.160771014599817,modern,1717.0523647106747
ring,cocktail,gold,emerald,13.372928734730728,5.007206358919434,designer,14044.519980942461
ring,eternity,white gold,diamond,6.0074873649922305,10.979468421230962,vintage,34837.27017618369
ring,statement,platinum,ruby,33.071049499775626,6.912816688987466,luxury,48180.21434528653
ring,statement,rose gold,pearl,45.5667010364431,11.00152064464749,modern,20180.922699158316
ring,engagement,rose gold,emerald,16.285647534261393,7.245199183066893,designer,11048.682849241624
ring,engagement,gold,ruby,28.57476403082575,8.300727220717588,classic,48425.57468177873
ring,engagement,gold,pearl,39.053245786795344,10.396452912508364,designer,38170.68755167844
ring,cocktail,rose gold,ruby,2.593782795071344,11.445934934709808,classic,9680.21429649439
ring,engagement,gold,ruby,13.129457824565383,8.908888708082387,luxury,8460.860719370408
ring,eternity,rose gold,sapphire,40.08039593122222,7.172533712465016,vintage,7904.241812044505
ring,eternity,platinum,sapphire,24.51700290113905,9.200143836835126,classic,34901.60336326386
ring,engagement,white gold,diamond,2.9413224420695,8.363548630804804,luxury,12481.22828519511
ring,engagement,white gold,ruby,17.95481181459714,10.430633150550692,designer,16659.8347580776
ring,wedding,gold,diamond,44.2441408051604,5.577559741082949,vintage,4389.635609173527
ring,wedding,platinum,sapphire,40.228748256345064,6.401051709713671,modern,5676.108096552813
ring,cocktail,rose gold,emerald,44.91484383156688,9.163436461638552,luxury,3072.5785407478843
ring,engagement,platinum,ruby,43.677487063558196,9.998608524926993,modern,17302.7845308689
ring,cocktail,silver,ruby,28.09707117700596,9.182331038423511,designer,24304.73965672475
ring,engagement,white gold,sapphire,22.49175360798738,10.073785919118407,modern,12731.61008350225
ring,eternity,gold,pearl,31.1713590751699,7.303122064702635,modern,37341.813746950305
ring,eternity,rose gold,emerald,8.921954663193329,5.1460279750407665,classic,11808.509695899287
ring,engagement,silver,emerald,4.994797988068909,7.822829527866823,vintage,4073.8212444692044
ring,engagement,white gold,diamond,43.54535276501065,10.090183488364156,vintage,42389.14195494294
ring,eternity,white gold,ruby,19.18089938624553,11.913546946152405,designer,43418.059058061204
ring,engagement,white gold,sapphire,36.537625360341686,8.40668258997292,designer,30087.316480165286
ring,statement,platinum,emerald,30.02516610107475,11.386543419316837,modern,19500.434017455915
ring,wedding,rose gold,diamond,7.446816571235731,10.01077475277462,designer,12258.394583731942
ring,wedding,rose gold,pearl,4.387506523144353,8.060157721717786,modern,20548.529554475914
ring,engagement,white gold,sapphire,5.6678138897766885,9.564862718713066,luxury,48485.90995559673
ring,wedding,silver,pearl,1.4424898023479624,9.118888433384239,modern,6978.246205558316
ring,eternity,silver,sapphire,4.60134061917062,6.188305335612785,designer,22714.489904654452
ring,statement,gold,diamond,23.02225792547315,9.11519059777271,modern,35485.47223582957
ring,statement,white gold,diamond,30.67136972459926,7.4971243712800115,modern,23994.228349615787
ring,engagement,white gold,ruby,43.34659270603428,8.90698174715704,classic,6040.02116018753
ring,wedding,platinum,diamond,27.02730687205057,11.55623984606473,vintage,32180.14685842723
ring,cocktail,rose gold,pearl,5.3392236269388285,5.7231626998681095,classic,2557.856522994409
ring,wedding,white gold,pearl,24.514956998011588,9.801774151880888,designer,16494.96752497879
ring,eternity,gold,emerald,24.953482432589087,9.66804980282273,modern,6724.204834429117
ring,eternity,white gold,sapphire,10.89081915402447,9.714027033274421,designer,9823.279646397272
ring,eternity,rose gold,sapphire,33.419985168186194,11.850419011803712,classic,34320.777400337465
ring,wedding,platinum,diamond,41.712982375743564,11.052261851685257,luxury,2004.1594549934246
ring,engagement,white gold,diamond,30.42986758476557,11.586127494366455,vintage,33515.09009104991
ring,engagement,platinum,ruby,8.805084816897452,9.234677458833787,luxury,43388.71404261845
ring,engagement,rose gold,diamond,5.433603069065486,7.020799168714467,classic,43986.52028441672
ring,eternity,white gold,emerald,40.58445115512167,10.33599594343631,luxury,16201.18797988723
ring,eternity,silver,diamond,6.890243713159814,8.811423685725947,luxury,16754.87078031151
ring,engagement,white gold,sapphire,20.412461888853514,9.868270446829035,modern,27650.7362217481
ring,engagement,gold,diamond,22.776553184808876,5.1026693993238466,classic,30370.705372378205
ring,wedding,platinum,diamond,19.609503228782263,11.043335547002776,designer,24219.502942671683
ring,eternity,rose gold,sapphire,6.33699875048984,6.042942991791363,vintage,12680.448110500913
ring,statement,silver,sapphire,36.05905444786445,8.64863892739734,vintage,10191.010291335531
ring,eternity,white gold,diamond,33.07996099013606,7.660521562560437,modern,46754.583326872955
ring,cocktail,platinum,pearl,31.250236113235736,8.661593072072492,classic,46515.490932388464
ring,statement,silver,sapphire,30.906355382235,10.013054719562355,luxury,48847.89931379766
ring,wedding,gold,emerald,7.037910054436137,11.015910552964124,vintage,9636.963912083133
ring,engagement,platinum,pearl,13.571576401366825,11.74048812666306,modern,4808.428648089102
ring,engagement,white gold,pearl,32.0244174041071,11.6598233954466,vintage,44268.21993574619
ring,engagement,platinum,diamond,32.683689757720146,6.22341409979164,luxury,42073.13449190266
ring,engagement,platinum,emerald,39.24575024694923,6.923642248836953,classic,42633.125912212156
ring,wedding,gold,sapphire,38.56615062481989,6.047927775698704,designer,8072.698141013852
ring,engagement,silver,ruby,43.2770567996182,6.51717860063543,luxury,9333.07527877472
ring,eternity,silver,ruby,11.103122061402894,9.46572555321179,luxury,19849.846797322974
ring,eternity,gold,diamond,49.401490490529476,5.955078267897132,vintage,33954.141631825114
ring,wedding,rose gold,diamond,34.92937141489411,11.938791955915319,modern,41025.99932740202
ring,statement,platinum,sapphire,45.37071482415402,10.408359092145677,modern,4740.083355023312
ring,engagement,white gold,emerald,20.65820778791015,7.568692554433605,luxury,31049.211278084516
ring,eternity,gold,ruby,4.3130156160185305,10.60249555475653,classic,32188.327079494222
ring,wedding,silver,ruby,16.892353902653404,7.331013391407385,designer,49709.89838044779
ring,wedding,gold,emerald,36.80187500172306,8.256439285986026,modern,4893.986008334538
ring,eternity,rose gold,pearl,34.81023965021262,6.406535820613396,designer,5285.484257512621
ring,engagement,white gold,diamond,15.741802309309499,11.868654620410126,classic,46395.30206423291
ring,eternity,white gold,emerald,8.468384653190455,11.947384515108627,modern,12561.007445161398
ring,eternity,white gold,sapphire,39.60719742632099,11.052803344234782,vintage,41390.347697500154
ring,statement,platinum,pearl,2.7718586457133436,7.1218984916173005,designer,17412.88784389758
ring,engagement,rose gold,sapphire,46.91093332852208,8.876615684986634,classic,41351.662357528396
ring,wedding,white gold,sapphire,26.26829195712839,11.43574381250092,classic,28942.075424729446
ring,statement,rose gold,ruby,11.217015203509455,11.514166502507415,designer,27216.76462861717
ring,eternity,silver,sapphire,43.534777815265066,10.641477800823349,modern,41027.38270167637
ring,eternity,silver,sapphire,8.535766333733523,6.565301041474179,modern,28865.55073207704
ring,wedding,gold,sapphire,7.4937089643505725,11.034101375908358,modern,30515.36174945209
ring,engagement,rose gold,ruby,25.62573774670868,7.7906411944061915,luxury,33482.19084883446
ring,wedding,rose gold,sapphire,25.79927018749079,6.627859508557661,vintage,27701.71202680334
ring,statement,rose gold,ruby,22.536072743012596,5.739652789832207,vintage,1375.5465758562325
ring,wedding,white gold,emerald,19.93658121679821,8.951087634752177,designer,23260.120976581347
ring,wedding,silver,sapphire,3.8312474888219654,9.865246602009872,luxury,21801.6902866916
ring,engagement,silver,pearl,6.947862031699016,7.122926032973169,classic,9299.436198636786
ring,statement,gold,ruby,32.02629167465974,6.602262233926295,vintage,30953.362192435037
ring,statement,rose gold,ruby,33.13045995552116,10.93611119674581,designer,6970.163648639874
ring,statement,rose gold,emerald,19.02020819298719,7.898908267702489,vintage,19660.398636613725
ring,eternity,platinum,emerald,21.51045045957283,10.532364151021037,vintage,38134.34624454568
ring,wedding,rose gold,diamond,16.851519350662215,10.840123561683374,vintage,48805.75086804766
ring,wedding,rose gold,pearl,3.089027255064604,7.599859973550985,luxury,27623.9947041978
ring,eternity,white gold,pearl,24.923815714067132,6.05034065285789,modern,12552.159436040929
ring,wedding,silver,diamond,31.08998424805207,11.016956621528621,designer,39358.31891993432
ring,eternity,gold,diamond,6.005326953219367,9.610845023452104,luxury,34562.66795128384
ring,statement,rose gold,diamond,42.202707391870206,5.268984442736275,modern,39167.9359774525
ring,statement,silver,sapphire,19.93109658256746,8.150871026938317,luxury,30889.712445623056
ring,statement,rose gold,emerald,6.178980515407431,11.91792689700092,vintage,2867.625609508221
ring,engagement,silver,diamond,4.532132463934995,5.49879709435681,luxury,47846.81921582427
ring,eternity,platinum,ruby,18.135458257546627,10.422574718268272,classic,9667.180609439663
ring,cocktail,platinum,pearl,27.9311861422273,10.813741194833879,designer,1536.7755710301842
ring,statement,gold,diamond,48.82355163034083,9.671452786324998,classic,6508.627698890618
ring,statement,gold,diamond,48.03149938572052,8.347787062031466,designer,16449.667420509104
ring,statement,white gold,emerald,49.01854613858368,9.213171127454254,vintage,46054.71047036068
ring,statement,platinum,emerald,3.143045668118505,5.775655735258649,designer,11618.47278627067
ring,engagement,silver,ruby,20.043987132862505,6.14578661025711,modern,12414.289235708995
ring,eternity,white gold,emerald,44.459320110254204,9.520675688586442,classic,33737.01927728484
ring,engagement,white gold,diamond,27.65681237995483,9.452495346108776,vintage,48930.665300629495
ring,statement,silver,emerald,14.197233616799227,8.776893543468535,vintage,8658.333378607138
ring,eternity,rose gold,ruby,41.07148116299031,6.494579564174703,classic,7958.467331638931
ring,statement,rose gold,emerald,38.15106554275033,10.203966502536264,classic,15228.648340281617
ring,cocktail,rose gold,ruby,32.17827634498316,10.327850759302105,designer,28123.09509487387
ring,engagement,white gold,pearl,44.191088204076046,6.945314680742075,classic,20373.96863513377
ring,wedding,platinum,emerald,16.235517570370156,10.196436354007563,classic,9807.2243634631
ring,engagement,rose gold,diamond,28.157099192468813,5.0366072948003895,designer,42078.217023968034
ring,statement,gold,diamond,47.94560052584963,7.575585259114591,classic,37935.100565626904
ring,cocktail,rose gold,sapphire,19.047166994835568,8.140274416681798,modern,39129.78891929009
ring,cocktail,platinum,pearl,33.48905822052412,5.013159184674374,vintage,1939.03332702571
ring,statement,white gold,diamond,19.996006142769318,7.816289872805892,modern,25750.430768691847
ring,cocktail,rose gold,sapphire,28.512744810016663,8.924620660913197,designer,30168.763800315224
ring,cocktail,white gold,ruby,16.78329220723009,9.455434557344077,classic,3398.2709975769703
ring,eternity,white gold,sapphire,35.67636580230487,10.520304752706846,classic,22289.85039879678
ring,statement,gold,diamond,5.341421054301245,6.544283668978479,classic,40167.66233306619
ring,cocktail,gold,ruby,15.672732014102447,6.2143605198617005,modern,25060.236013604364
ring,cocktail,white gold,emerald,37.25933294759498,11.652189270514143,vintage,9631.574530115147
ring,eternity,platinum,sapphire,9.099411437538553,9.901763716111647,vintage,35034.69606224372
ring,cocktail,rose gold,emerald,47.09328301065168,6.815077312060416,designer,43700.14739898779
ring,eternity,rose gold,ruby,40.32952217998981,8.207308207165248,vintage,35447.94087936922
ring,wedding,white gold,sapphire,45.56011940841142,10.461491444010717,modern,38392.88850005993
ring,statement,white gold,ruby,20.542965455482744,11.458361406614529,luxury,47852.42374363117
ring,statement,platinum,ruby,14.51027280168206,6.929286370752617,designer,13961.511443367235
ring,wedding,gold,pearl,14.138811984680157,6.094672630824135,modern,2163.87320907249
